,Product Name,Product Description,Discounted Price,Original Price,Discount Percentage,Customer Rated Rating,Customer Review Test,Reviewers Name,Review_posted_dates
1619,Red Tape,Polo Collar Pure Cotton T-shirt,₹608,₹2899,(79% OFF),"[4, 5, 5]","['In this price range(₹300-500) it is ok 👌 After use this tshirt I will do update.', 'So good very nice t-shirt thank you my happy myn tra', 'Nice T shirt. Quality is also good...']","['Abhishek Kumar', 'Vijayan', 'Arjun Goud']","['21 Dec 2023', '9 Nov 2023', '22 Oct 2023']"
1620,Harvard,Polo Collar Pure Cotton T-shirt,₹431,₹1198,(64% OFF),[4],['good one'],['Deepak'],['25 Nov 2023']
1621,DAMENSCH,DaMENSCH Men Colorblocked Blue Cotton Regular Fit Colorblock Lounge T-shirt,₹615,₹799,(23% OFF),"[5, 4, 5]","[""First product I received as it is shown in product gallery. It's Awesome! Loved the product completely in all aspects. Thanks Damensch?"", 'Quality is good but this product was size issue', 'Previously I bought same product with different Color. I liked it very much. So I bought this again. Material quality is very good and having comfortable fitting. Worth the money!']","['Prashant Zende', 'Bhanu Prakash', 'Rohan Panchal']","['15 June 2023', '26 May 2022', '22 June 2022']"
1622,Cultsport,Placement Print Active T-shirt,₹604,₹1099,(45% OFF),[],[],[],[]
1623,Levis,Printed Pure Cotton T-shirt,₹1039,₹1599,(35% OFF),"[5, 4, 5]","['Colour is very nice and fitting also', 'Nice product', 'Good..worth it']","['Piyush', 'Shourav Hazra', 'Rahul Utterker']","['12 Oct 2023', '13 Oct 2023', '13 Nov 2023']"
1624,Jockey,Men Super Combed Cotton Rib Round Neck Muscle Vest-9930,Rs. 399,,,,,,
1625,Sztori,Plus Size Men Striped Henley Neck T-shirt,₹740,₹1899,(61% OFF),[],[],[],[]
1626,Bewakoof,Men White Solid Full Sleeve T-shirt,₹499,₹1199,(Rs. 700 OFF),"[4, 5, 5]","['Good product compare to price', 'Product was good fited well', 'Good quality and fitting and colour Just Go for it looks very good and very versatile']","['Jay', 'Jitendra', 'Gudu']","['14 Jan 2024', '17 June 2021', '6 Sept 2022']"
1627,Roadster,The Lifestyle Co. Brand Logo Oversized Pure Cotton T-shirt,₹341,₹899,(62% OFF),[],[],[],[]
1628,The Souled Store,Men Maroon Solid T-shirt,₹369,₹999,(63% OFF),"[5, 5, 4]","['Nice', 'Good cotton tshirt, fitting is good and fabric is also good', 'Little bit lengthy . Otherwise product looks amazing . But color is slightly disappointed . Overall im happy for bought this product.']","['Harvespa', 'Tarun', 'Abi Nivesh']","['1 July 2023', '3 Aug 2023', '2 July 2023']"
1629,Roadster,Men White & Green Pure Cotton Striped Round Neck T-shirt,₹399,₹999,(60% OFF),"[4, 5, 4]","['.. Fantastic Product , Fantastic Fitting , stripes not mismatch at side joints so ?Good Quality Check', 'good quality thank you to myntra', 'I am fully satisfied with this T-shirt. It is worth while I recommend to go with it']","['Manish Pancholi', 'Srinu', 'Kavita']","['11 Oct 2021', '12 Oct 2021', '27 May 2023']"
1630,Dennis Lingo,Regular Fit Polo Collar Cotton T-shirt,₹499,₹2049,(Rs. 1550 OFF),"[4, 4]","['Awesome 👍 liked it. little varry from the picture.', 'Fabric and fitting was good.']","['Pawan', 'Aftab Khan']","['22 Jan 2024', '10 Oct 2023']"
1631,Levis,Pure Cotton Brand Logo Printed Casual T-shirt,₹1079,₹1199,(10% OFF),[5],['Good one.'],['Dinesh Singh Rajpurohit'],['20 Oct 2023']
1632,Sztori,Men Plus Size Rust Orange Polo Collar Pure Cotton T-shirt,₹764,₹1699,(55% OFF),"[5, 2, 1]","['I am impressed with myntra and so as the quaity of sztori', 'Colour is faded in just one wash', 'Cheap quality']","['Kamal Gupta', 'Ramesh Chelikani', '']","['30 Aug 2023', '11 Dec 2023', '11 Aug 2022']"
1633,Roadster,Men Navy Blue Solid Polo Collar Pure Cotton T-shirt,₹519,₹1299,(60% OFF),"[4, 4, 5]","[""Collar had threads cut on edge, I had to get it stitched as it was very small and I didn't notice before getting it washed before wearing. Seems like they are selling rejected items on reasonable discount"", 'Good fit, ideal for casual wear, biking or even to a party. Colour is dark navy blue which looks nice.', 'Superb product.... Nyc quality as shown in image... Grab it']","['Amit Chaudhary', 'R Sundaram', 'Pooja']","['16 Nov 2020', '18 Apr 2021', '25 Oct 2020']"
1634,HRX by Hrithik Roshan,Men Lifestyle Polo Collar T-shirt,₹335,₹799,(58% OFF),"[4, 5, 3]","['Good product go for it ?', 'Very nice t-shirt I like it the material also good 😊💯', 'Decent product according to price']","['Abhishek Sharma', 'Honey Debbarma', 'Ayush H Pavnekar']","['29 Mar 2023', '19 Oct 2023', '29 July 2023']"
1635,Bewakoof,Typography Printed Oversized Pure Cotton T-shirt,₹649,₹1299,(Rs. 650 OFF),"[3, 3, 5]","['A bit compromise in quality', 'Overall, the T-shirt is decent, offering a good fit and style. However, the fabric quality falls short of expectations. 😭😭It lacks the durability and comfort I look for in a T-shirt. Keep this in mind if you prioritize long-lasting wear and comfort over style. Happy shopping 🛒', 'Amazing 🤩']","['Mahesh', 'Rajbeer', 'Stavan Dave']","['9 Dec 2023', '26 Dec 2023', '8 Oct 2023']"
1636,Roadster,The Lifestyle Co. Printed Pure Cotton T-shirt,₹349,₹999,(65% OFF),[],[],[],[]
1637,Louis Philippe Jeans,Men Teal Green Typography Printed T-shirt,₹779,₹1299,(40% OFF),"[5, 5, 3]","['Very good quality fabric. Colour as shown in photo.', 'Awasom product..❤️❤️❤️ Very Happy', ""The colour was a little light.. Doesn't give very good look Anyways the quality n product is good""]","['Jenucin Varghese', 'Rock Hasan', 'Uma']","['24 Aug 2022', '21 Oct 2021', '16 Apr 2023']"
1638,Crazymonk,Unisex Zoro Anime Printed Cotton Oversized T-shirt,₹659,₹1499,(56% OFF),[],[],[],[]
1639,United Colors of Benetton,Men V-Neck Cotton T-shirt,₹499,₹999,(50% OFF),[],[],[],[]
1640,Puma,Men Essentials Small Logo Regular Fit Cotton T-Shirt,₹899,₹999,(10% OFF),[],[],[],[]
1641,The Souled Store,Men Graphic Printed Oversized T-Shirt,₹734,₹1499,(51% OFF),"[5, 5, 5]","['Quality and print is good Ita cotton Go for it', 'Awsome t shirt you will love it!', 'Loved the quality']","['Archie Patole', 'Yadu', 'Dev']","['6 June 2023', '22 May 2023', '12 Dec 2023']"
1642,Jack & Jones,Men Printed Slim Fit Cotton T-shirt,₹599,₹1499,(60% OFF),[5],['Mona Lisa go brrr'],['Rudra Premani'],['17 Aug 2023']
1643,Hypernation,Men Black Solid High Neck T-shirt,₹699,₹985,(29% OFF),"[5, 4, 3]","['Amazing product, highly recommend to buy', 'Thank you Myntra I am very satisfied with this product will give you five star without any doubt I am loving this t-shirt and also the stuff is very good thank you again Myntra ?', 'I was expecting some thicker fabric as it is high neck, but the fabric was very summery so of no use to me. However, of someone requires something like this so they can go for it as it is a good product.']","['Chetan', 'Simmu Deol', 'Shivanki']","['27 Nov 2020', '8 Nov 2020', '12 Jan 2021']"
1644,Jockey,Men Super Combed Cotton Rib Square Neckline Gym Vest- US26,Rs. 339,,,,,,
1645,DAMENSCH,DaMENSCH Men Graphic Chest Print Black Cotton Regular Fit T-shirt,₹551,₹799,(31% OFF),"[5, 3, 5]","[""It's good & Comfortable. Loved it 😍"", 'Quality not that good.', 'Amazing fabric Good']","['Kinnu Kiran 25', 'Bhaskar Boro', 'Nil Kd']","['27 Aug 2023', '9 June 2023', '26 June 2023']"
1646,Roadster,The Lifestyle Co. Pure Cotton Brand Logo Printed Pure Cotton T-shirt,₹349,₹799,(Rs. 450 OFF),[],[],[],[]
1647,United Colors of Benetton,Graphic Printed Cotton T-shirt,₹649,₹1299,(50% OFF),"[2, 1]","['Average product. Nothing bad, but nothing too good, considering it is a Benetton product.', 'Very poor quality of the printing']","['Sucharita', 'Arshad Shaik']","['13 Oct 2023', '10 Oct 2023']"
1648,Technosport,Polo Collar Antimicrobial Training or Gym T-shirt,Rs. 379,,,,,,
1649,HERE&NOW,Men White Printed Sleeve T-shirt,₹423,₹799,(47% OFF),"[3, 4, 4]","[""Quantity is but in size is too loose even i hv taken small but still it's look like L size . Not so much happy with Fitting overall quality in very thin & soft"", ""Bought XL size it's perfect & same as shown in pic happy with it ?"", 'Best product, quality is also good . Can go for it']","['Roshan', 'Satender Dagar', 'Watson Hill']","['11 Dec 2022', '9 Apr 2023', '19 Feb 2023']"
1650,Being Human,Polo Collar Pure Cotton T-shirt,₹1259,₹2099,(40% OFF),[],[],[],[]
1651,HRX by Hrithik Roshan,Solid Rapid-Dry Minimal Printed Training T-shirt,₹479,₹599,(20% OFF),[5],['Nice'],['Ramu Smartguy'],['18 Dec 2023']
1652,Dennis Lingo,Men Navy Blue & White Striped Henley Neck Pure Cotton T-shirt,₹499,₹1599,(Rs. 1100 OFF),"[4, 5, 5]","['Overall perfect for me.', 'Very good quality product, good fabric. Perfect size for me, as compared to quality of the product, rate is very reasonable rather low.', 'Nice t shirt for mens & clothes its Good??']","['Vandita Shrivastava', 'Subal Roy', 'Nitesh Kumar']","['17 Nov 2023', '12 Jan 2023', '26 June 2023']"
1653,Bewakoof,Men Navy Blue Printed Round Neck Pure Cotton T-shirt,₹499,₹1299,(Rs. 800 OFF),"[4, 5, 5]","['Good quality product. Value for money.', 'Nice products', 'Good quality material with comfort feeting']","['Anjali Mehta', 'Md', 'Dhara']","['11 Aug 2022', '25 Aug 2022', '25 June 2023']"
1654,HERE&NOW,Pure Cotton Colourblocked Polo Collar Casual T-shirt,₹479,₹1599,(70% OFF),[],[],[],[]
1655,HIGHLANDER,Mandarin Collar Popcorn Structured T-shirt,₹550,₹1449,(62% OFF),[1],"[""Don't buy first wash thread patch come out.""]",['Sandeep Gemawath'],['2 Jan 2024']
1656,INVICTUS,Men White Checked Polo Collar Pure Cotton T-shirt,₹671,₹1399,(52% OFF),"[5, 2, 4]","['The blue colour of collar and sleeves are ruining the shirt with every wash. I thought it was for once but it ruined thewhole t shirt. That too with hand wash.', ""T Shirt is not bad but the white checked are with dark green, as collor and sleeves are of Navy Blue. That's why not satisfied much"", 'It is really nice,proper fitting, quality material and print too. Thanks']","['Ayushi Saxena', 'Mahesh Kumar', 'Anjana Bais']","['13 Mar 2021', '17 June 2022', '26 July 2023']"
1657,Kook N Keech Marvel,Men Black Printed Round Neck Pure Cotton T-shirt,₹359,₹899,(60% OFF),"[5, 5, 4]","[""Happy ?..the quality is best... I'm glad with fabric .go for it.. #kooknkeech"", 'Cloth quality good, buy one size larger for comfortable fitting..', ""Looks n material's nice..""]","['Kaif Ali', 'Iftekhar', 'Dipu']","['2 Apr 2023', '27 Sept 2022', '11 June 2023']"
1658,Jack & Jones,Round Neck Slim Fit T-shirt,₹449,₹999,(55% OFF),[5],['Stretchable cloth & colour matches exactly with images'],['Lirish Reddy'],['9 Jan 2024']
1659,Technosport,High Neck Antimicrobial Slim Fit T-Shirt,Rs. 449,,,,,,
1660,THE HOLLANDER,Relaxed Fit Drop-Shoulder Pure Cotton T-shirt,₹409,₹899,(Rs. 490 OFF),"[4, 2, 5]","['Good T-shirt', 'Cloth quality was not good, very thin.,in flow was not feeling well in body.', 'Good']","['Ghulam Ali Khan', 'Manish Kumar Yadav', 'Vallepu Venkat']","['17 Nov 2023', '3 Nov 2023', '10 Nov 2023']"
1661,Roadster,Men Charcoal Grey Biker Printed Pure Cotton T-shirt,₹351,₹799,(56% OFF),"[5, 5, 1]","['Very nice 👍', 'Good quality', 'Poor quality, after two three wash the neck of the tshirt got in a bad shape, by which the whole tshirt looks bad.']","['Atharv Kotgire', 'Vinodvishwakarma', 'Nikunj']","['18 Oct 2023', '29 Mar 2023', '27 Oct 2023']"
1662,HERE&NOW,Men Brown Pure Cotton T-shirt,₹440,₹699,(37% OFF),[],[],[],[]
1663,Bewakoof,Maroon Varsity Printed Oversized Cotton T-shirt,₹699,₹1399,(Rs. 700 OFF),[],[],[],[]
1664,The Souled Store,Yellow Graphic Printed Round Neck Cotton T-shirt,₹479,₹999,(52% OFF),[],[],[],[]
1665,Instafab Plus,Abstract Printed Round Neck Cotton T-shirt,₹689,₹1499,(54% OFF),"[5, 5]","['Fitting Well Done not small not big Right Size Thank you so much delivery is fast', 'Good']","['Adrian Gabriel', 'Arun Kumarg']","['1 Jan 2024', '14 Jan 2024']"
1666,HERE&NOW,Men Printed T-shirt,₹442,₹1399,(Rs. 957 OFF),[],[],[],[]
1667,Sztori,Plus Size Pure Cotton Polo Collar T-shirt,₹701,₹1799,(61% OFF),[],[],[],[]
1668,Flying Machine,Men Green Printed Polo Collar Pure Cotton T-shirt,₹701,₹1799,(61% OFF),[],[],[],[]
1669,Ducati,Brand Logo Printed Pure Cotton Boxt T-shirt,₹665,₹1799,(63% OFF),[],[],[],[]
1670,Roadster,Navy Blue Typography Printed Pure Cotton Oversized Tshirt,₹395,₹1099,(64% OFF),"[4, 5, 5]","['Almost good but colour is naot same as the picture, little faded colour....... Overall Good 👍 Price wise best👌', 'Fabric was like wow . Just felt so cool wearing it . Go for it..', 'This t shirt is awesome value for money']","['Yogesh Rundla', 'Hammad Khan', 'Yasir']","['1 Oct 2023', '15 Dec 2023', '4 Oct 2023']"
1671,HRX by Hrithik Roshan,Men Olive Green Printed Bio-Wash Training Tshirt,₹559,₹699,(20% OFF),"[5, 3, 5]","['The fabric is very good.. And fitting too... Good option to gift someone.. Thank you Myntra', ""Cloth quality is great for this price but print quality looks very cheap it looks like it'll fade over time this is my first HRX product so want to try it out before buying any new so Ill not return this will try out how long it lasts."", 'This t-shirt so amazing ans soft...I like it..and I like my favourite myntra...???????????']","['Purpleprincess', 'Rajesh Ghote', 'Rajveer Kaur']","['21 Aug 2020', '8 Dec 2020', '24 Mar 2023']"
1672,Roadster,Green & Red Typography Printed Oversized Fit Pure Cotton T-Shirt,₹373,₹1099,(66% OFF),"[5, 5, 1]","['Nice t shirt', '', 'So bad quality']","['Ashish Meena', 'Vish', 'Yuvraj Kumar']","['9 Nov 2023', '29 Oct 2023', '23 Dec 2023']"
1673,HERE&NOW,Pure Cotton Graphic Printed Drop-Shoulder Sleeves Casual T-shirt,₹329,₹1099,(70% OFF),[],[],[],[]
1674,Technosport,Men Antimicrobial Slim Fit T-shirt,Rs. 360,,,,,,
1675,V-Mart,Striped Polo Collar T-shirt,Rs. 449,,,,,,
1676,HRX by Hrithik Roshan,Lifestyle Printed T-shirt,₹719,₹899,(20% OFF),[],[],[],[]
1677,BULLMER,Graphic Printed Oversized Cotton T-shirt,₹389,₹1499,(74% OFF),"[1, 1, 1]","['', 'Very bad', '']","['Karan Shaani', 'Twinkle Rana', 'Kullay']","['16 Nov 2023', '1 Dec 2023', '21 Nov 2023']"
1678,Roadster,Men Navy Maroon Striped Henley Neck Pure Cotton T-shirt,₹309,₹999,(69% OFF),"[5, 5, 5]","['Colour and fit.....all are as expected and everything is same as shown in the picture.....fabric quality is excellent.....extremely happy with the purchase...just go for it...without any doubt..u will never regret...thanks myntra and roadster', 'There is little extra cloth added on sholders rest is awesome.', 'As expected and quality is lit ??']","['Shivansh Kumar', 'Paramvir Sandhu', 'Hashim Ansari']","['9 June 2021', '22 Oct 2020', '30 Sept 2020']"
1679,Mast & Harbour,Men Solid T-shirt,₹379,₹999,(62% OFF),[],[],[],[]
1680,Harvard,Men Black Solid Polo Collar Pure Cotton T-shirt,₹406,₹1099,(63% OFF),"[4, 5, 4]","['T shirt same as shown in the picture... delivery person is good', 'Nice T. No complaints. Looks good on formal as well as casual occasions.', 'Very comfortable and quality of cloth is also good']","['Neelam Sengar', 'Aniruddha Vaidya', 'Sonal Chauhan']","['25 Aug 2023', '7 June 2023', '24 Aug 2020']"
1681,Levis,Printed Pure Cotton T-shirt,₹1039,₹1599,(35% OFF),[2],['Very thin material'],['Vaishnavi 317'],['19 Oct 2023']
1682,Levis,Brand Logo Printed Pure Cotton T-shirt,₹909,₹1399,(35% OFF),"[5, 4, 5]","['I love it especially the color?', 'Good value for money', 'Great product 👌']","['Shalini Bharti', 'Rajani B S', 'Chirag']","['9 Aug 2023', '25 Nov 2023', '2 Oct 2023']"
1683,Red Tape,Men Typography Printed Pure Cotton T-shirt,₹398,₹1899,(79% OFF),"[3, 5, 5]","['Color is very fade …. Fabric is good length & size is perfect over all 7/10', 'Great product,cool print 100% cotton Go for it', 'Good quality and perfect feeting']","['Priyanka Nagrare', 'Dr Mousumi Mishra', 'Avinash']","['21 June 2023', '11 May 2023', '12 Jan 2024']"
1684,Allen Solly Tribe,Round Neck Regular Fit T-shirt,₹959,₹1599,(40% OFF),[1],['Yellow stains on Tshirt'],['Myntra Customer'],['6 Jan 2024']
1685,Sztori,Plus Size Men Olive Green Self Design Henley Neck T-shirt,₹607,₹1599,(62% OFF),"[4, 4, 5]","['It Is Nice Comfortable stuff. SO SOFT FOR SKIN...ON WHOLE PAISA WASOOL.', ""T-shirt is good but ordered large size it's too loose for my hubby so returned but am happy with the quality"", 'The fabric is very nice and the fitting is of international level and the price is very reasonable. Paisa vasul deal good nice......']","['Alka Kumar', 'Sumith', 'Asim Babvani']","['30 June 2021', '20 June 2020', '23 May 2021']"
1686,HERE&NOW,Graphic Typography Printed Polo Collar T-shirt,₹475,₹1399,(66% OFF),[5],['Very comfortable and nice tshirt. Size has got no issues and fits perfectly fine. Quality of product is excellent. A must buy.'],['Soumik S'],['15 Oct 2023']
1687,Bonkers Corner,Black Heavyweight Oversized Pure Cotton T-shirt,₹671,₹799,(16% OFF),"[5, 5, 5]","['The t-shirt quality is awesome. Just go for it.', 'Good quality product. Satisfied', 'Lovely']","['Amit Swain', 'Kartik Singh', 'Monish']","['5 Nov 2023', '4 Oct 2023', '8 Nov 2023']"
1688,Roadster,The Lifestyle Co Men Navy Blue Solid Polo Collar T-shirt,₹558,₹1299,(57% OFF),"[4, 5, 5]","['Very good product but as per size Of M high is sort. Hight must be ling as per M size. Size is ok for short people but for tall people this is sort', 'He loves this t shirt, thanks myntra', 'Nice feel of the fabric… color and design…. I loved it …. Will definitely buy more from Roadster ❤️❤️']","['Sharay', 'Soni Parashar', 'Cyril Patras']","['15 June 2023', '6 Sept 2023', '10 June 2023']"
1689,Kook N Keech,Pure Cotton Graphic Printed Drop-Shoulder Sleeves Oversized Fit T-shirt,₹341,₹899,(62% OFF),[1],['Too bed quality'],['Pooja Lukor'],['24 Nov 2023']
1690,STELLERS,Polo Collar Dry-Fit T-shirt,₹759,₹1999,(62% OFF),"[5, 5, 5]","['Great product and bright colours', 'Met expectations', 'ok']","['Nibedita Paul', 'Romil Kumar', 'Ashish Pokharel']","['25 Oct 2023', '24 Aug 2023', '3 July 2023']"
1691,Roadster,The Lifestyle Co Men Black Printed Detail Round Neck T-shirt,₹328,₹699,(53% OFF),"[4, 5, 5]","['The quality of the material used is very good in this price... product worth deserve it..', 'Same as shown in the picture .. very good quality and very quick delivery thank You Mintra ???', ""Satisfy with the product but the delivery it takes to long not even in the expected delivery it wouldn't be delivered not satisfied with the deliver""]","['Shivaa Jangid', 'Shalini Vivek Chauhan', 'Marel Sangma Marel Sangma']","['19 June 2020', '27 June 2021', '20 Dec 2020']"
